gvkey,datadate,indfmt,tic,cusip,conm,caps,capx,capxv,ceq,ci,cibegni,citotal,cogs,cshfd,cstkcv,dlc,ebitda,fiao,fincf,fopox,exchg,cik,cshtr_c,mkvalt,prcc_f,prch_f,prcl_f,state
39734,12/31/2023,INDL,FNA,69913P105,PARAGON 28 INC,298.394,26.716,26.716,169.725,-57.369,-57.534,-57.369,51.954,82.087,0.01,1.183,-30.123,-12.423,128.653,20.426,11,1531978,86214449,1029.5148,12.43,21.49,7.95,CO
39738,12/31/2023,INDL,PDYN,80359A205,PALLADYNE AI CORP,459.113,0.782,0.782,40.905,-115.573,-115.593,-115.573,3.487,25.639,0.0001,1.36,-78.635,0,-0.082,39.927,14,1826681,34663292.89,18.6658,0.7213,5.166599897,0.3982,UT
39740,12/31/2023,INDL,JSPR,471871202,JASPER THERAPEUTICS INC,248.029,0.267,0.267,78.44,-64.465,-64.465,-64.465,0,104.39,0.0001,0.972,-67.753,0,100.971,6.187,14,1788028,338385059,88.0832,0.789,3.8,0.4,CA
39745,12/31/2023,INDL,SIHY,41151J109,HARBOR SCIENTIFIC ALP HG ETF,,,,,,,,,,,,,,,,17,,3045661,,45.2418,45.93,41.9451,IL
39746,3/31/2023,INDL,AERT,G0136H102,AERIES TECHNOLOGY INC,,,,,,,,,,,,,,,,14,1853044,5222146,,10.35,10.75,9.81,
39749,12/31/2023,INDL,COCO,92846Q107,VITA COCO COMPANY INC,161.414,0.599,0.599,202.437,46.974,46.629,46.974,312.223,58.747,0.01,1.202,59.041,0,6.29,11.911,14,1482981,138785609,1459.4594,25.65,33.29,12.5,NY
39750,12/31/2023,INDL,PX,69376K106,P10 INC,636.073,1.456,1.456,385.589,-7.772,-7.772,-7.133,181.163,116.104,0.001,10.625,60.571,-8.568,-42.87,36.725,11,1841968,66083107,1186.5113,10.22,13.41,8.75,TX
39751,9/30/2023,INDL,FLNC,34379V103,FLUENCE ENERGY INC,581.104,2.989,2.989,402.346,-104.217,-104.818,-69.202,2093.493,116.449,0,24.108,-119.244,0,52.595,19.786,14,1868941,360413242,2733.58,22.99,31.32,11.895,VA
39752,12/31/2023,INDL,ML,60938K304,MONEYLION INC,969.641,6.008,6.008,257.223,-45.245,-45.245,-45.245,403.95,9.614,0.0001,0,19.481,-4.011,-48.011,138.954,11,1807846,16653416.15,652.7283,62.69,66.47,7.5,NY
39755,12/31/2023,INDL,THAR,432705309,THARIMMUNE INC,33.904,0,0,9.131,-9.319,-9.319,-9.319,0,1.305,0.0001,0,-9.455,-0.519,11.725,1.182,14,1861657,82441013.88,5.9757,0.509,66.25,0.4302,NJ
39756,12/31/2023,INDL,PTLO,73642K106,PORTILLO'S INC,308.212,87.918,87.918,322.379,24.818,24.818,18.424,514.734,57.308,0.01,28.077,77.317,-4.781,-16.933,14.741,14,1871509,171015810,884.1469,15.93,24.4078,13.89,IL
39757,12/31/2023,INDL,FMQQ,301505590,FMQQ THE NXT FRONT INTRT ETF,,,,,,,,,,,,,,,,17,,1767208,,11.215,11.6425,9.56,OK
39758,12/31/2023,INDL,NUGO,67092P797,NUVEEN GROWTH OPPORTUNIT ETF,,,,,,,,,,,,,,,,17,,28970982,,25.45,25.69,17.09,IL
39759,12/31/2023,INDL,NUDV,67092P813,NUVEEN ESG DIVIDEND ETF,,,,,,,,,,,,,,,,21,,842757,,25.6925,25.79,21.9763,IL
39760,12/31/2023,INDL,TYA,82889N798,SIMPLIFY INT TM TRY FUT STRY,,,,,,,,,,,,,,,,21,,8098747,,14.21,17.1,11.78,NV
39761,12/31/2023,INDL,OBND,78470P804,SPDR LOOMIS SAYLES OP BD ETF,,,,,,,,,,,,,,,,21,,812136,,26.17,26.58,24.57,MA
39765,12/31/2023,INDL,ETCYF,300534203,EVOLVE CRYPTOCURRENCIES ETF,,,,,,,,,,,,,,,,19,,1130136,,9.16,9.98,3.86,ON
39766,12/31/2023,INDL,CROP.,74643L101,PURPOSE CREDIT OPPORTUN FUND,,,,,,,,,,,,,,,,7,,2398386,,17.71,18.16,16.87,ON
39767,12/31/2023,INDL,SSFI,86280R860,DAY HAGAN/NED DAVIS RESE ETF,,,,,,,,,,,,,,,,17,,3378727,,21.3511,22.36,19.62,FL
39768,12/31/2023,INDL,TAGG,87283Q602,T. ROWE PRICE QM U.S. BD ETF,,,,,,,,,,,,,,,,17,,1229128,,42.9758,43.86,39.65,MD
39769,12/31/2023,INDL,TOTR,87283Q800,T. ROWE PRICE TOTAL RTRN ETF,,,,,,,,,,,,,,,,17,,568864,,41.1254,42.28,38.01,MD
39770,12/31/2023,INDL,TBUX,87283Q701,T. ROWE PRICE ULTRA SHRT ETF,,,,,,,,,,,,,,,,17,,1731701,,49.18,49.38,48.4,MD
39774,12/31/2023,INDL,VTYX,92332V107,VENTYX BIOSCIENCES INC,663.154,0.514,0.514,243.923,-191.889,-192.962,-191.889,0,58.543,0.0001,1.001,-207.836,0,53.329,19.693,14,1851194,307855573,146.3203,2.47,47.2508,2.06,CA
39775,12/31/2023,INDL,AVRE,25072356,AVANTIS REAL ESTATE ETF,,,,,,,,,,,,,,,,17,,12392378,,43.31,46.23,35.031,MO
39776,12/31/2023,INDL,AVES,25072372,AVANTIS EMERGI MKT VALUE ETF,,,,,,,,,,,,,,,,17,,6977967,,45.9704,46.505,40.6301,MO
39777,12/31/2023,INDL,AVIV,25072364,AVANTIS INT LRGE CAP VAL ETF,,,,,,,,,,,,,,,,17,,5773007,,51.48,52.03,44.54,MO
39778,12/31/2023,INDL,FNGG,25460G161,DIREXION DLY NYSE FANG BL 2X,,,,,,,,,,,,,,,,17,,2696015.7,,91.5092,94.85,26,NY
39779,12/31/2023,INDL,DAT,74347G457,PROSHARES BIG DTA REFINR ETF,,,,,,,,,,,,,,,,17,,287916,,32.9312,33.56,20.71,MD
39780,12/31/2023,INDL,CTEX,74347G515,PROSHARES S&P KNSH CLEAN ETF,,,,,,,,,,,,,,,,17,,319679,,27.1008,37.25,20.68,MD
39781,12/31/2023,INDL,MAKX,74347G481,PROSHARES S&P KNSH SMART ETF,,,,,,,,,,,,,,,,17,,44539,,38.1205,39.1259,29.8392,MD
39783,12/31/2023,INDL,BHIL,82490202,BENSON HILL INC,611.477,11.76,11.76,86.043,-109.886,-115.312,-109.886,428.384,187.927,0.0001,60.395,-57.604,0,-72.14,10.914,14,1830210,213713892,36.2191,0.1738,2.84,0.12605,MO
39784,12/31/2023,INDL,VLDX,92259N203,VELO3D INC,425.471,3.21,3.21,68.34,-134.398,-135.139,-134.398,94.4,197.359,0,23.457,-123.944,0,59.261,18.957,19,1825079,499853423,102.7474,0.3976,3.95,0.39,CA
39785,12/31/2023,INDL,SHPWQ,81947T201,SHAPEWAYS HOLDINGS INC,204.23,2.796,2.796,26.828,-43.827,-43.911,-43.827,18.972,6.75,0.0001,1.622,-25.39,0,0.787,21.317,19,1784851,6422368,16.4925,2.5,6.224,1.9292,NY
39786,12/31/2023,INDL,VLN,M9607U115,VALENS SEMICONDUCTOR LTD,341.591,1.185,1.185,164.304,-19.661,-19.661,-19.661,29.937,101.986,0,1.766,-25.285,0,1.498,15.284,11,1863006,105090257,252.7273,2.45,5.99,1.95,
39787,12/31/2023,INDL,CCSI,20848V105,CONSENSUS CLOUD SOLUTION INC,41.247,36.461,36.461,-176.122,83.226,77.295,83.226,51.955,19.602,0.01,10.613,164.747,0,-81.657,20.949,14,1866633,35285456,504.4115,26.21,62.08,18.33,CA
39789,12/31/2023,INDL,MSAI,456948108,MULTISENSOR AI HOLDINGS INC,32.862,1.542,1.542,-0.268,-22.268,-22.268,-22.268,3.986,6.257,0.0001,1.535,-20.661,2.137,6.564,18.826,14,1863990,27839576,40.056,3.35,14,2.4514,TX
39791,3/31/2023,INDL,ROIV,G76279101,ROIVANT SCIENCES LTD,4933.137,12.69,12.69,1157.766,-1116.953,-1115.463,-1010.701,5.66,712.791,0,54.503,-1058.712,68.291,499.462,361.429,14,1635088,240621474,5609.8553,7.38,10,2.52,
39792,12/31/2023,INDL,XTOC,45783Y830,INNOVATOR U.S. ACLT PLUS ETF,,,,,,,,,,,,,,,,21,,1695958,,26.6134,26.685,21.1624,IL
39793,12/31/2023,INDL,QTOC,45782C128,INNOVATOR GROWTH ALT PLS ETF,,,,,,,,,,,,,,,,21,,2308131,,25.48,25.57,18.16,IL
39794,12/31/2023,INDL,XDOC,45782C110,INNOVATOR EQT ACELERATED ETF,,,,,,,,,,,,,,,,21,,2177247,,27.2602,27.29,21.18,IL
39795,12/31/2023,INDL,XBOC,45783Y848,INNOVATOR ET ACL 9 BUFER ETF,,,,,,,,,,,,,,,,21,,3401044,,27.8599,27.86,23.0925,IL
39796,12/31/2023,INDL,PSCQ,69374H527,PACER SWAN SOS CNSRVTIVE ETF,,,,,,,,,,,,,,,,21,,228015,,24.1247,24.18,20.1686,PA
39797,12/31/2023,INDL,PSMO,69374H485,PACER SWAN SOS MOD (OCT) ETF,,,,,,,,,,,,,,,,21,,1056848,,25.2199,25.2399,20.86,PR
39798,12/31/2023,INDL,PSFO,69374H451,PACER SWAN SOS FLEX(OCT) ETF,,,,,,,,,,,,,,,,21,,567842,,25.8978,25.91,21.52,PA
39799,12/31/2023,INDL,SIXO,00888H877,ALLIANZIM U.S. LRG BUFER ETF,,,,,,,,,,,,,,,,17,,5190454,,28.8732,28.91,24.45,MN
39800,12/31/2023,INDL,IONQ,46222L108,IONQ INC,839.014,13.703,13.703,484.994,-152.383,-157.771,-152.383,8.108,202.576,0.0001,0.71,-147.379,-0.193,1.761,81.197,11,1824920,2166721493,2559.9227,12.39,21.6,3.41,MD
39801,12/31/2023,INDL,ABVC,00091F304,ABVC BIOPHARMA INC,82.637,0.021,0.021,8.388,-10.911,-10.91,-10.517,0.273,4.336,0.001,1.87,-8.188,2.406,3.919,5.504,14,1173313,220677836.6,9.1802,1.16,18.7,0.6739,CA
39803,12/31/2023,INDL,RISR,886364637,FOLIOBYND ALT INC INT RT HDG,,,,,,,,,,,,,,,,17,,10454137,,31.3,34.5299,29.65,WI
39804,12/31/2023,INDL,KORE,50066V305,KORE GROUP HOLDINGS INC,461.069,4.433,4.433,36.973,-166.722,-167.042,-166.722,128.563,83.808,0.0001,3.963,37.167,142.035,18.906,98.628,11,1855457,35911007,80.7518,0.9802,2.56,0.12,GA
39805,12/31/2023,INDL,AIP,04302A104,ARTERIS INC,118.193,1.503,1.503,15.103,-36.85,-36.869,-36.85,2.775,35.676,0.001,2.851,-32.073,-1.513,-2.919,12.725,14,1667011,40364488,220.9869,5.89,8.08,3.5701,CA
39806,12/31/2023,INDL,XLO,98422T100,XILIO THERAPEUTICS INC,362.336,0.486,0.486,36.827,-76.404,-76.404,-76.404,0,27.496,0.0001,4.41,-77.233,0,-6.55,7.539,14,1840233,8679402,15.1844,0.55,4.92,0.49,MA
39810,12/31/2023,INDL,INFA,45674M101,INFORMATICA INC,3540.502,6.543,6.543,2212.598,-99.982,-125.283,-99.982,309.016,288.581,0.01,35.161,260.111,0,21.368,230.002,11,1868778,126288026,8372.8924,28.39,30.13,13.29,CA
39811,12/31/2023,INDL,RIVN,76954A103,RIVIAN AUTOMOTIVE INC,27695,1026,1026,9141,-5427,-5432,-5427,5803,947,0.001,88,-4802,-126,3130,1043,14,1874178,9224271310,22709.28,23.46,28.06,11.68,CA
39815,12/31/2023,INDL,WBX,N94209108,WALLBOX NV,566.864,13.525,13.525,165.569,-129.104,-123.877,-129.104,195.342,187.679,,145.253,-98.843,-22.382,155.446,22.745,11,1866501,186794345,369.5318,1.75,6.53,1.24,
39818,12/31/2023,INDL,UDMY,902685106,UDEMY INC,1076.508,0.632,0.632,356.892,-106.981,-107.294,-106.981,288.758,150.099,0,5.825,-87.044,0,19.195,99.043,14,1607939,150187781,2315.0552,14.73,16.01,8.17,CA
39819,1/31/2023,INDL,RENT,76010Y202,RENT THE RUNWAY INC,904.5,8.9,8.9,-35.3,-138.7,-138.7,-138.7,176.4,64.255,0.001,4.4,-78.1,-4,-4,100.9,14,1468327,351346249,278.9487,4.29,7.49,1.1,NY
39820,12/31/2023,INDL,ARHS,04035M102,ARHAUS INC,194.807,97.055,97.055,340.238,125.239,125.239,125.239,717.839,140.097,0.001,46.461,193.753,0,-1.799,93.169,14,1875444,237748810,1662.3891,11.85,15.27,6.75,OH
39821,12/31/2023,INDL,BJDX,95633509,BLUEJAY DIAGNOSTICS INC,29.846,0.704,0.704,2.895,-9.954,-9.954,-9.954,0,1.097,0.0001,0.168,-9.662,-0.415,1.112,0.192,14,1704287,82709276.55,1.5116,1.22,17.6,1.1708,MA
39822,12/31/2023,INDL,GFS,G39387108,GLOBALFOUNDRIES INC,24027,1804,1804,11104,995,1018,995,3971,556,0.02,603,2651,5,-212,100,14,1709048,370596590,33545.0088,60.6,72.5,48.115,NY
39823,12/31/2023,INDL,DTC,83425V104,SOLO BRANDS INC,357.385,9.093,9.093,241.229,-195.6,-195.332,-111.518,190.961,60.501,0.001,13.825,51.378,-10.511,-12.866,264.642,11,1870600,138108431,356.9597,6.16,8.8556,3.64,TX
39824,12/31/2023,INDL,JAVA,46641Q167,JPMORGAN ACTIVE VALUE ETF,,,,,,,,,,,,,,,,17,,20566602,,55.62,56,48.47,NY
39825,12/31/2023,INDL,KEUA,500767561,KRANESHARES EUROPEAN CAR ETF,,,,,,,,,,,,,,,,17,,6009652,,27.5642,36.64,24.1904,NY
39826,12/31/2023,INDL,KCCA,500767553,KRANESHARES CALIFRNA CAR ETF,,,,,,,,,,,,,,,,17,,8388965,,30.1535,30.9999,22.16,NY
39827,12/31/2023,INDL,MDCP,92647X848,VICTORYSHARES THB MD CAP ETF,,,,,,,,,,,,,,,,14,,17871,,26.3536,26.475,21.8125,TX
39828,12/31/2023,INDL,UCRD,92647X855,VICTORYSHARES CORP BOND ETF,,,,,,,,,,,,,,,,14,,905744,,21.2339,21.3244,19.19,TX
39829,12/31/2023,INDL,UBND,92647X863,VICTORYSHARES C P INTD B ETF,,,,,,,,,,,,,,,,14,,2854408,,21.71,22.13,20.18,TX
39830,12/31/2023,INDL,AIRS,9496100,AIRSCULPT TECHNOLO INC,103.898,9.919,9.919,83.992,-4.815,-4.479,-4.815,74.012,56.779,0.001,7.5,19.524,-0.569,-13.391,18.224,14,1870940,44389057,429.5964,7.49,9.935,3.6,FL
39831,12/31/2023,INDL,HRT,433537107,HIRERIGHT HOLDING CORP,823.621,2.648,2.648,451.168,-14.312,-11.669,-14.203,371.698,72.935,0.001,11.254,159.324,-6.976,-90.58,19.82,11,1859285,75871445,905.871,13.45,14,8.5,TN
39834,3/31/2023,INDL,ZCAR,45784G200,ZOOMCAR HOLDINGS INC,,,,,,,,,,,,,,,,14,1854275,9442266,,10.65,11.78,9.98,
39835,12/31/2023,INDL,SWAG,86260J102,STRAN & COMPANY INC,38.429,0.999,0.999,39.55,0.035,0.035,0.035,49.506,29.453,0.0001,0.528,0.358,-0.775,-0.825,-0.421,14,1872525,6625373,27.4303,1.48,1.87,0.91,MA
39838,12/31/2023,INDL,PIKM,49382L207,KIDPIK CORP,52.468,0.077,0.077,1.037,-9.906,-9.906,-9.906,5.338,8.201,0.001,1.131,-6.966,0,-0.006,4.191,19,1861522,145940575,3.4359,0.367,1.7293,0.36,NY
39839,12/31/2023,INDL,NVCT,67080T108,NUVECTIS PHARMA INC,66.446,0,0,12.201,-22.26,-22.26,-22.26,0,15.557,0,0,-22.897,-1.394,15.087,4.705,14,1875558,13090841,145.2745,8.34,18.65,7.14,NJ
39841,12/31/2023,INDL,FDHT,316092238,FIDELITY DIGITAL HEALTH ETF,,,,,,,,,,,,,,,,21,,403474,,19.4396,20.78,15.11,MA
39842,12/31/2023,INDL,FRNW,316092253,FIDELITY CLEAN ENERGY ETF,,,,,,,,,,,,,,,,21,,2141467,,17.28,24.495,13.7501,MA
39843,12/31/2023,INDL,FDRV,316092220,FIDELITY ELECTRIC VHICLS ETF,,,,,,,,,,,,,,,,21,,3522416,,17.1115,21.2,14.17,MA
39844,12/31/2023,INDL,FCLD,316092246,FIDELITY CLOUD COMPUTING ETF,,,,,,,,,,,,,,,,21,,3912271,,22.59,22.94,14.34,MA
39845,12/31/2023,INDL,BLKC,46138G524,INVESCO ALRIN BLOCK USRS ETF,,,,,,,,,,,,,,,,21,,267687,,18.1919,19.65,8.1201,IL
39846,12/31/2023,INDL,SATO,46138G557,INVESCO ALERIN CRYPTO EC ETF,,,,,,,,,,,,,,,,21,,1435919,,14.04,16.66,3.9205,IL
39847,12/31/2023,INDL,MOTE,92189Y105,VANECK MORNINGSTAR ESG M ETF,,,,,,,,,,,,,,,,21,,351780,,25.5313,25.66,21.6579,NY
39848,12/31/2023,INDL,GTR,97717Y675,WISDOMTREE TARGET RANGE FUND,,,,,,,,,,,,,,,,14,,1440552,,22.97,23.29,20.5218,NY
39849,12/31/2023,INDL,KGRO,500767546,KRANESHARES CHINA INNOVA ETF,,,,,,,,,,,,,,,,17,,110319,,13.4498,17.86,12.86,NY
39851,12/31/2023,INDL,CPLFF,21766N109,COPPERLEAF TECHNOLOGIES INC,10.276,0.081,0.081,105.223,-35.151,-35.151,-35.151,23.209,72.223,2.564,0.354,-37.18,0,1.242,5.264,19,,14485677,446.2654,6.04,6.79,4.7,BC
39858,12/31/2023,INDL,PINK,82889N772,SIMPLIFY HEALTH CARE ETF,,,,,,,,,,,,,,,,17,,13732319,,27.34,27.56,23.51,NV
39860,12/31/2023,INDL,SONX,835431206,SONENDO INC,458.357,0.929,0.929,28.419,-60.847,-60.919,-60.847,30.752,93.989,0.001,26.316,-52.368,0,0.004,8.7,19,1407973,83991284,13.3449,0.21,2.8219,0.045,CA
39861,12/31/2023,INDL,CMTG,18270D106,CLAROS MORTGAGE TRUST INC,2725.217,0,0,2299.9,6.027,6.027,6.027,285.387,138.617,0.01,3805.678,,-205.683,-205.073,114.731,11,1666291,67775416,1891.0944,13.63,16.98,9.6,NY
39863,12/31/2023,INDL,ONCO,68237Q104,ONCONETIX INC,49.429,0.003,0.003,-5.602,-35.029,-37.41,-35.029,0.003,17.111,0,9.692,-14.884,-0.205,1.035,22.174,14,1782107,204564859,4.4204,0.198,1.95,0.1601,OH
39867,12/31/2023,INDL,NRDS,64082B102,NERDWALLET INC,483.7,29.5,29.5,366.9,-11.2,-11.8,-11.2,5.8,76.7,0.0001,3.4,58.8,-18.3,-26.2,44.5,14,1625278,137066935,1132.5568,14.72,21.74,6.38,CA
39868,12/31/2023,INDL,VAXX,92244V104,VAXXINITY INC,374.76,0.803,0.803,13.409,-56.729,-56.934,-56.729,0,126.509,0.0001,1.906,-56.051,0,-1.14,5.954,19,1851657,63765317,107.735,0.85,4.47,0.69,FL
39869,12/31/2023,INDL,TRDA,29384C108,ENTRADA THERAPUTIS INC,437.132,5.614,5.614,242.36,-4.433,-6.685,-4.433,129.334,33.05,0.0001,7.909,-0.321,0,21.037,7.332,14,1689375,17576761,504.5643,15.09,18.44,9.32,MA
39872,12/31/2023,INDL,AURA,05153U107,AURA BIOSCIENCES INC,512.617,0.709,0.709,225.848,-75.797,-76.408,-75.797,0,39.62,0,2.687,-83.696,0,97.29,6.617,14,1501796,29871862,437.2499,8.86,13.5,5.99,MA
39874,9/30/2023,INDL,LPTV,54352F206,LOOP MEDIA INC,123.463,1.969,1.969,-4.816,-31.964,-31.964,-31.964,18.037,57.503,0.0001,5.11,-23.82,-1.563,5.561,15.947,19,1643988,39562162,32.6131,0.497,6.8,0.471,CA
39875,12/31/2023,INDL,GWH,26916J205,ESS TECH INC,799.496,5.79,5.79,103.357,-77.578,-77.578,-77.578,13.982,159.959,0.0001,1.581,-79.392,-0.214,25.653,17.814,11,1819438,346961846,198.6017,1.14,2.59,0.75,OR
39879,12/31/2023,INDL,MYNZ,N5436L119,MAINZ BIOMED N V,,1.199,1.199,3.249,-26.8,-26.296,-26.8,0.386,16.242,0.011,5.224,-25.768,0,14.227,3.555,14,1874252,26578106,24.5514,1.16,7.85,1,
39881,12/31/2023,INDL,JUNS,48208B203,JUPITER NEUROSCIENCES INC,17.779,0,0,-5.801,-4.784,-4.784,-4.784,0,33.099,0.0001,2.071,-3.871,0,0.445,1.955,14,1679628,,,,,,FL
39882,12/31/2023,INDL,LVLU,55003A108,LULU'S FASHION LOUN HOLD INC,254.116,1.88,1.88,60.952,-19.334,-19.334,-19.334,202.13,39.879,0.001,13.648,-15.396,-0.006,-19.131,21.357,14,1780201,18255066,75.5495,1.86,4.04,1.44,CA
39888,12/31/2023,INDL,USBF,46436E452,ISHARES USD SYSTEMATI BD ETF,,,,,,,,,,,,,,,,14,,2569,,85.1754,86.6574,78.5669,CA
39889,12/31/2023,INDL,MMSC,33740U794,FIRST TRUST MULTI SMA CA ETF,,,,,,,,,,,,,,,,17,,522519,,17.0382,17.2803,14.0799,IL
39894,12/31/2023,INDL,RUFF,26923N603,ALPHA DOG ETF,,,,,,,,,,,,,,,,17,,1120345,,22.3006,23.14,16.84,RI
39895,12/31/2023,INDL,EXFY,30219Q106,EXPENSIFY INC,241.509,1.384,1.384,100.744,-41.456,-41.456,-41.456,63.588,82.493,0.0001,23.087,-28.449,0,-45.317,42.749,14,1476840,139063864,210.5082,2.47,11.65,1.52,OR
39899,12/31/2023,INDL,IOBT,449778109,IO BIOTECH INC,406.587,0.323,0.323,133.162,-85.611,-86.083,-85.611,0,43.54,0.001,0.655,-91.228,-3.198,71.86,7.728,14,1865494,30660615,123.8563,1.88,3.3,0.8163,
39901,12/31/2023,INDL,CINT,G21307106,CI&T INC,238.05,4.969,4.969,290.854,20.12,27.323,20.12,299.209,139.148,0,26.912,76.923,-13.425,-68.695,8.47,11,1868995,28099715,707.0071,5.26,8.6,3.3397,
39902,12/31/2023,INDL,TCBX,88422P109,THIRD COAST BANCSHARES INC,319.613,3.437,,411.905,36.437,33.401,36.437,133.339,16.878,1,0,67.908,566.98,570.291,4.26,14,1781730,7341819,270.3314,19.87,21.5,12.305,TX
39902,12/31/2023,FS,TCBX,88422P109,THIRD COAST BANCSHARES INC,319.613,,,411.905,36.437,,,,,,0,,,,,14,1781730,7341819,270.3314,19.87,21.5,12.305,TX
39907,12/31/2023,INDL,TSVT,901384107,2SEVENTY BIO INC,766.716,13.865,13.865,255.3,-214.897,-217.57,-214.897,306.805,49.276,0.0001,12.66,-206.418,0,127.39,37.823,14,1860782,310140241,216.1986,4.27,15.25,1.535,MA
39909,12/31/2023,INDL,BKKT,05759B305,BAKKT HOLDINGS INC,799.656,9.433,9.433,48.263,-225.262,-225.812,-74.665,894.423,89.083,0.0001,3.636,-114.287,0,-2.634,109.208,11,1820302,593169957,211.5066,2.23,2.87,0.6411,GA
39910,12/31/2023,INDL,BLZE,05637B105,BACKBLAZE INC,192.388,5.512,5.512,44.938,-59.713,-59.713,-59.713,27.25,36.011,0.0001,21.263,-28.966,0,-8.842,28.176,14,1462056,40497965,297.1561,7.59,8.4883,3.5,CA
39912,12/31/2023,INDL,NRSN,M74240108,NEUROSENSE THERAPEUTICS LTD,30.192,0.029,0.029,-1.874,-11.28,-11.28,-11.28,0,13.64,0,0.069,-13.205,0,3.895,0.823,14,1875091,151047220,12.0725,0.785,2.91,0.4,
39913,12/31/2023,INDL,KLC,49456W105,KINDERCARE LEARNG COMPNI INC,384.016,129.045,129.045,506.88,104.253,102.558,104.253,2006.224,114.366,0.0001,148.394,214.173,-17.537,-134.937,29.687,11,1873529,,,,,,OR
39914,12/31/2023,INDL,WEAV,94724R108,WEAVE COMMUNICATI INC,341.514,3.69,3.69,78.957,-30.892,-31.031,-30.892,42.476,67.695,0,10.341,-22.365,0,-13.723,21.319,11,1609151,106858515,804.2305,11.47,12.45,4.04,UT
39916,12/31/2023,INDL,BTSG,10950A106,BRIGHTSPRING HEALTH SVCS INC,771.336,73.527,73.527,584.74,-165.483,-156.835,-163.251,7190.045,171.19,0.01,123.485,467.016,-10.718,-76.907,37.213,14,1865782,,,,,,KY
39920,12/31/2023,INDL,BITO,74347G440,PROSHARES BITCOIN ETF,,,,,,,,,,,,,,,,17,,2698526527,,20.49,22.125,10.43,MD
39926,12/31/2023,INDL,CDIO,14159C103,CARDIO DIAGNOSTICS HOLDI INC,17.326,0.576,0.576,2.958,-8.377,-8.377,-8.377,7.236,12.685,0,0.598,-7.219,-0.315,3.632,2.384,14,1870144,1142470106,51.1446,2.49,8.4999,0.171,IL
39929,12/31/2023,INDL,PRLPF,74349D106,PROPEL HOLDINGS INC,3.663,0.103,0.103,101.519,27.995,27.776,27.995,246.821,36.765,2.3,0.851,69.667,-2.01,38.481,160.608,19,,69054,329.5392,9.6,15.55,5,ON
39931,12/31/2023,INDL,NVTS,63942X106,NAVITAS SEMICONDUCTOR CORP,680.79,4.782,4.782,380.617,-145.951,-145.951,-145.433,44.208,168.927,0.0001,1.892,-93.158,-0.482,88.382,89.937,14,1821769,488620850,1446.1117,8.07,11.165,3.53,CA
39932,12/31/2023,INDL,EQUL,45409B313,NYLI ENGENDER EQUALITY ETF,,,,,,,,,,,,,,,,17,,45538,,23.9702,24.0764,19.7971,NY
39933,12/31/2023,INDL,CLNR,45409B297,NYLI CLEANER TRANSPORT ETF,,,,,,,,,,,,,,,,17,,396588,,22.7582,23.66,18.32,NY
39934,12/31/2023,INDL,OCEN,45409B289,NYLI CLEAN OCEANS ETF,,,,,,,,,,,,,,,,17,,27740,,22.3651,22.4742,18.0573,NY
39935,12/31/2023,INDL,MIR,60471A101,MIRION TECHNOLOGIES INC,2056.5,37.1,37.1,1484.5,-87.9,-98.7,-86.5,398.1,196.369,0.0001,8.1,155.4,0.9,22.6,52.5,11,1809987,317486835,2236.3245,10.25,10.52,6.62,GA
39937,12/31/2023,INDL,AUST,05223F106,AUSTIN GOLD CORP,2.296,1.563,1.563,11.328,-4.001,-4.001,-4.001,2.253,13.272,1.248,0,-4.491,0,0,2.25,12,1817740,16391948,9.8213,0.74,1.8,0.5401,BC
39939,12/31/2023,INDL,BTF,91917A108,COINSHARES VALKYRIE BITC ETF,,,,,,,,,,,,,,,,14,,64112741,,13.38,16.21,6.595,GA
39941,12/31/2023,INDL,DERM,48115J109,JOURNEY MEDICAL CORPO,92.703,5,5,20.35,-3.853,-3.853,-3.853,22.893,18.232,0.0001,3.099,5.548,-0.471,-4.804,6.893,14,1867066,32239852,111.3062,5.76,8.11,1.02,AZ
39942,1/31/2023,INDL,BRZE,10576N102,BRAZE INC,806.044,16.705,16.705,445.303,-146.93,-140.746,-145.15,111.2,94.569,0.0001,10.695,-142.749,0,11.332,80.753,14,1676238,155674250,3071.2,32,67.48,22.535,NY
39945,12/31/2023,INDL,SEVCD,N81409125,SONO GROUP NV,318.258,4.247,4.247,-94.586,-59.202,-59.202,-59.202,0.077,107.164,,42.115,-33.181,0,-0.276,12.406,19,1840416,507797801,6.52,0.06,1.22,0.0001,
39951,12/31/2023,INDL,SABS,78397T202,SAB BIOTHERAPEUTICS INC,152.857,0.197,0.197,57.299,-42.167,-42.194,-42.167,36.661,55.21,0.0001,1.853,-34.422,0,66.773,10.959,14,1833214,95754897,63.4253,0.6875,1.45,0.3657,FL
39959,12/31/2023,INDL,TCBP,87807D509,TC BIOPHARM HOLDINGS PLC,52.383,0.14,0.14,3.42,-7.524,-7.524,-7.524,0,0.309,,0.389,-17.332,5.52,10.853,-8.675,14,1872812,11878334.9,,3.17,192.2,2.03,
39960,6/30/2023,INDL,IREN,Q4982L109,IREN LIMITED,28.435,116.064,116.064,305.361,-185.512,-171.871,-185.512,93.099,54.776,14.92,0.192,-17.59,-1.262,28.24,133.707,14,1878848,426418306,301.721,4.66,6.94,1.02,
